"line number","contest name","choice name","party name","total votes","percent of votes","registered voters","ballots cast","num Area total","num Area rptg","Early Under Vote","Early Over Vote","Election Under Vote","Election Over Votes","over votes","under votes"
362,"FINNEYTOWN LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Joycelyn R. Johnson","",1863,47.93,0,0,10,10,"318","0","2877","0","0","0"
363,"FOREST HILLS LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Patty Taylor","",7607,34.86,0,0,34,34,"1059","2","8658","6","0","0"
364,"FOREST HILLS LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Leslie Rasmussen","",7537,34.54,0,0,34,34,"1059","2","8658","6","0","0"
365,"FOREST HILLS LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Tommaso Turchiano","",6679,30.61,0,0,34,34,"1059","2","8658","6","0","0"
366,"LOCKLAND LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Krista Blum","",209,54.71,0,0,3,3,"58","0","252","0","0","0"
367,"LOCKLAND LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Lauren M. Costanzo","",173,45.29,0,0,3,3,"58","0","252","0","0","0"
368,"NORTHWEST LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Matt Tietsort","",6649,24.79,0,0,57,57,"1113","4","11577","17","0","0"
369,"NORTHWEST LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Jim Detzel","",6624,24.69,0,0,57,57,"1113","4","11577","17","0","0"
370,"NORTHWEST LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Monica L. Bowles","",5700,21.25,0,0,57,57,"1113","4","11577","17","0","0"
371,"NORTHWEST LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Diane Bradley","",4632,17.27,0,0,57,57,"1113","4","11577","17","0","0"
372,"NORTHWEST LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Elaine I. Gauck","",3219,12.00,0,0,57,57,"1113","4","11577","17","0","0"
373,"OAK HILLS LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Janice Hunter","",6660,51.83,0,0,50,50,"1268","0","10481","0","0","0"
374,"OAK HILLS LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Paul D. Cooper","",6189,48.17,0,0,50,50,"1268","0","10481","0","0","0"
375,"SOUTHWEST LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 3)","Jeffrey Paul Biddle","",2695,31.84,0,0,14,14,"360","0","4296","2","0","0"
376,"SOUTHWEST LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 3)","Linda A. Peak","",2382,28.15,0,0,14,14,"360","0","4296","2","0","0"
377,"SOUTHWEST LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 3)","Tricia Evanson","",1731,20.45,0,0,14,14,"360","0","4296","2","0","0"
378,"SOUTHWEST LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 3)","Lindsay Wetherill","",1655,19.56,0,0,14,14,"360","0","4296","2","0","0"
379,"THREE RIVERS LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Tracy L. Snider","",1925,31.74,0,0,12,12,"238","3","1578","7","0","0"
380,"THREE RIVERS LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Susan Miller","",1469,24.22,0,0,12,12,"238","3","1578","7","0","0"
381,"THREE RIVERS LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Doug Moore","",1339,22.08,0,0,12,12,"238","3","1578","7","0","0"
382,"THREE RIVERS LOCAL SCHOOL DISTRICT For Member of Board of Education (Vote For 2)","Tim Fries","",1331,21.95,0,0,12,12,"238","3","1578","7","0","0"
383,"1  PROPOSED TAX LEVY (RENEWAL) VILLAGE OF ADDYSTON (Vote For 1)","FOR THE TAX LEVY","",89,68.99,0,0,1,1,"0","0","4","0","0","0"
384,"1  PROPOSED TAX LEVY (RENEWAL) VILLAGE OF ADDYSTON (Vote For 1)","AGAINST THE TAX LEVY","",40,31.01,0,0,1,1,"0","0","4","0","0","0"
385,"2  PROPOSED TAX LEVY (RENEWAL) VILLAGE OF ARLINGTON HEIGHTS (Vote For 1)","FOR THE TAX LEVY","",75,65.22,0,0,1,1,"0","0","0","0","0","0"
386,"2  PROPOSED TAX LEVY (RENEWAL) VILLAGE OF ARLINGTON HEIGHTS (Vote For 1)","AGAINST THE TAX LEVY","",40,34.78,0,0,1,1,"0","0","0","0","0","0"
387,"3  PROPOSED TAX LEVY (ADDITIONAL) VILLAGE OF CLEVES (Vote For 1)","FOR THE TAX LEVY","",324,56.15,0,0,2,2,"2","0","3","1","0","0"
388,"3  PROPOSED TAX LEVY (ADDITIONAL) VILLAGE OF CLEVES (Vote For 1)","AGAINST THE TAX LEVY","",253,43.85,0,0,2,2,"2","0","3","1","0","0"
389,"4  PROPOSED TAX LEVY (RENEWAL) VILLAGE OF GOLF MANOR (Vote For 1)","FOR THE TAX LEVY","",438,71.45,0,0,2,2,"2","0","8","0","0","0"
390,"4  PROPOSED TAX LEVY (RENEWAL) VILLAGE OF GOLF MANOR (Vote For 1)","AGAINST THE TAX LEVY","",175,28.55,0,0,2,2,"2","0","8","0","0","0"
391,"5  PROPOSED TAX LEVY (RENEWAL) VILLAGE OF GREENHILLS (Vote For 1)","FOR THE TAX LEVY","",418,74.64,0,0,3,3,"0","0","2","0","0","0"
392,"5  PROPOSED TAX LEVY (RENEWAL) VILLAGE OF GREENHILLS (Vote For 1)","AGAINST THE TAX LEVY","",142,25.36,0,0,3,3,"0","0","2","0","0","0"
393,"6  PROPOSED TAX LEVY (RENEWAL) VILLAGE OF LINCOLN HEIGHTS (Vote For 1)","FOR THE TAX LEVY","",338,77.70,0,0,2,2,"2","0","5","1","0","0"
394,"6  PROPOSED TAX LEVY (RENEWAL) VILLAGE OF LINCOLN HEIGHTS (Vote For 1)","AGAINST THE TAX LEVY","",97,22.30,0,0,2,2,"2","0","5","1","0","0"
395,"7  PROPOSED TAX LEVY (ADDITIONAL) VILLAGE OF NORTH BEND (Fire/EMS) (Vote For 1)","FOR THE TAX LEVY","",164,53.59,0,0,1,1,"1","0","3","0","0","0"
396,"7  PROPOSED TAX LEVY (ADDITIONAL) VILLAGE OF NORTH BEND (Fire/EMS) (Vote For 1)","AGAINST THE TAX LEVY","",142,46.41,0,0,1,1,"1","0","3","0","0","0"
397,"8  PROPOSED TAX LEVY (ADDITIONAL) VILLAGE OF NORTH BEND (Public Safety Services) (Vote For 1)","AGAINST THE TAX LEVY","",168,55.63,0,0,1,1,"1","0","7","0","0","0"
398,"8  PROPOSED TAX LEVY (ADDITIONAL) VILLAGE OF NORTH BEND (Public Safety Services) (Vote For 1)","FOR THE TAX LEVY","",134,44.37,0,0,1,1,"1","0","7","0","0","0"
399,"9  PROPOSED TAX LEVY (RENEWAL) VILLAGE OF WOODLAWN (Vote For 1)","FOR THE TAX LEVY","",586,82.54,0,0,2,2,"0","0","5","1","0","0"
400,"9  PROPOSED TAX LEVY (RENEWAL) VILLAGE OF WOODLAWN (Vote For 1)","AGAINST THE TAX LEVY","",124,17.46,0,0,2,2,"0","0","5","1","0","0"
401,"10  PROPOSED TAX LEVY (REPLACEMENT AND INCREASE) MIAMI TOWNSHIP UNINCORPORATED AREA (Fire) (Vote For 1)","FOR THE TAX LEVY","",1765,61.24,0,0,8,8,"2","1","38","1","0","0"
402,"10  PROPOSED TAX LEVY (REPLACEMENT AND INCREASE) MIAMI TOWNSHIP UNINCORPORATED AREA (Fire) (Vote For 1)","AGAINST THE TAX LEVY","",1117,38.76,0,0,8,8,"2","1","38","1","0","0"
403,"11  PROPOSED TAX LEVY (REPLACEMENT) MIAMI TOWNSHIP UNINCORPORATED AREA (Police) (Vote For 1)","FOR THE TAX LEVY","",2060,71.50,0,0,8,8,"2","0","40","1","0","0"
404,"11  PROPOSED TAX LEVY (REPLACEMENT) MIAMI TOWNSHIP UNINCORPORATED AREA (Police) (Vote For 1)","AGAINST THE TAX LEVY","",821,28.50,0,0,8,8,"2","0","40","1","0","0"
405,"12  PROPOSED TAX LEVY (RENEWAL) CINCINNATI CITY SCHOOL DISTRICT (Vote For 1)","FOR THE TAX LEVY","",38038,71.82,0,0,232,232,"132","6","570","25","0","0"
406,"12  PROPOSED TAX LEVY (RENEWAL) CINCINNATI CITY SCHOOL DISTRICT (Vote For 1)","AGAINST THE TAX LEVY","",14927,28.18,0,0,232,232,"132","6","570","25","0","0"
407,"13  PROPOSED BOND ISSUE AND TAX LEVY FINNEYTOWN LOCAL SCHOOL DISTRICT (Vote For 1)","FOR THE BOND ISSUE AND TAX LEVY","",2443,69.38,0,0,10,10,"2","0","16","2","0","0"
408,"13  PROPOSED BOND ISSUE AND TAX LEVY FINNEYTOWN LOCAL SCHOOL DISTRICT (Vote For 1)","AGAINST THE BOND ISSUE AND TAX LEVY","",1078,30.62,0,0,10,10,"2","0","16","2","0","0"
409,"14  PROPOSED TAX LEVY (ADDITIONAL) FOREST HILLS LOCAL SCHOOL DISTRICT (Vote For 1)","FOR THE TAX LEVY","",9058,57.71,0,0,34,34,"20","0","58","4","0","0"
410,"14  PROPOSED TAX LEVY (ADDITIONAL) FOREST HILLS LOCAL SCHOOL DISTRICT (Vote For 1)","AGAINST THE TAX LEVY","",6638,42.29,0,0,34,34,"20","0","58","4","0","0"
411,"15  PROPOSED BOND ISSUE AND TAX LEVIES LOVELAND CITY SCHOOL DISTRICT (Vote For 1)","AGAINST THE BOND ISSUE AND TAX LEVIES","",4472,78.61,0,0,13,13,"4","1","16","0","0","0"
412,"15  PROPOSED BOND ISSUE AND TAX LEVIES LOVELAND CITY SCHOOL DISTRICT (Vote For 1)","FOR THE BOND ISSUE AND TAX LEVIES","",1217,21.39,0,0,13,13,"4","1","16","0","0","0"
413,"16  PROPOSED TAX LEVY (ADDITIONAL) NORTHWEST LOCAL SCHOOL DISTRICT (Vote For 1)","FOR THE TAX LEVY","",10161,51.75,0,0,57,57,"31","4","105","3","0","0"
414,"16  PROPOSED TAX LEVY (ADDITIONAL) NORTHWEST LOCAL SCHOOL DISTRICT (Vote For 1)","AGAINST THE TAX LEVY","",9474,48.25,0,0,57,57,"31","4","105","3","0","0"
415,"17  PROPOSED TAX LEVY (ADDITIONAL) PRINCETON CITY SCHOOL DISTRICT (Vote For 1)","FOR THE TAX LEVY","",4863,54.09,0,0,29,29,"21","1","81","2","0","0"
416,"17  PROPOSED TAX LEVY (ADDITIONAL) PRINCETON CITY SCHOOL DISTRICT (Vote For 1)","AGAINST THE TAX LEVY","",4127,45.91,0,0,29,29,"21","1","81","2","0","0"
417,"18  PROPOSED BOND ISSUE SYCAMORE COMMUNITY CITY SCHOOL DISTRICT (Vote For 1)","FOR THE BOND ISSUE","",6576,61.65,0,0,36,36,"16","0","59","3","0","0"
418,"18  PROPOSED BOND ISSUE SYCAMORE COMMUNITY CITY SCHOOL DISTRICT (Vote For 1)","AGAINST THE BOND ISSUE","",4091,38.35,0,0,36,36,"16","0","59","3","0","0"
419,"19  PROPOSED TAX LEVY (ADDITIONAL) HILLTOP JOINT FIRE AND RESCUE DISTRICT (Vote For 1)","AGAINST THE TAX LEVY","",1731,68.42,0,0,11,11,"8","1","27","3","0","0"
420,"19  PROPOSED TAX LEVY (ADDITIONAL) HILLTOP JOINT FIRE AND RESCUE DISTRICT (Vote For 1)","FOR THE TAX LEVY","",799,31.58,0,0,11,11,"8","1","27","3","0","0"
421,"20  PROPOSED TAX LEVY (RENEWAL) HAMILTON COUNTY (Family Services & Treatment Programs) (Vote For 1)","FOR THE TAX LEVY","",115273,69.59,0,0,563,563,"366","26","2724","94","0","0"
422,"20  PROPOSED TAX LEVY (RENEWAL) HAMILTON COUNTY (Family Services & Treatment Programs) (Vote For 1)","AGAINST THE TAX LEVY","",50366,30.41,0,0,563,563,"366","26","2724","94","0","0"
423,"21  PROPOSED TAX LEVY (RENEWAL) HAMILTON COUNTY (Developmental Disabilities) (Vote For 1)","FOR THE TAX LEVY","",125674,75.87,0,0,563,563,"402","17","2728","53","0","0"
424,"21  PROPOSED TAX LEVY (RENEWAL) HAMILTON COUNTY (Developmental Disabilities) (Vote For 1)","AGAINST THE TAX LEVY","",39975,24.13,0,0,563,563,"402","17","2728","53","0","0"
425,"22  PROPOSED CHARTER AMENDMENT ORDINANCE CITY OF CINCINNATI (Transit Tax) (Vote For 1)","YES","",34608,75.93,0,0,190,190,"189","5","1002","22","0","0"
426,"22  PROPOSED CHARTER AMENDMENT ORDINANCE CITY OF CINCINNATI (Transit Tax) (Vote For 1)","NO","",10970,24.07,0,0,190,190,"189","5","1002","22","0","0"
427,"23  PARTICULAR PREMISES LOCAL LIQUOR OPTION CINTI 23-O (Vote For 1)","NO","",304,84.68,0,0,1,1,"1","0","15","0","0","0"
428,"23  PARTICULAR PREMISES LOCAL LIQUOR OPTION CINTI 23-O (Vote For 1)","YES","",55,15.32,0,0,1,1,"1","0","15","0","0","0"
429,"24  PROPOSED TAX LEVY (RENEWAL) CITY OF CHEVIOT (Vote For 1)","FOR THE TAX LEVY","",873,69.29,0,0,4,4,"2","0","22","1","0","0"
430,"24  PROPOSED TAX LEVY (RENEWAL) CITY OF CHEVIOT (Vote For 1)","AGAINST THE TAX LEVY","",387,30.71,0,0,4,4,"2","0","22","1","0","0"
431,"25  PROPOSED CHARTER COMMISSION BALLOT CITY OF DEER PARK (Vote For 1)","YES","",624,61.90,0,0,4,4,"16","0","124","3","0","0"
432,"25  PROPOSED CHARTER COMMISSION BALLOT CITY OF DEER PARK (Vote For 1)","NO","",384,38.10,0,0,4,4,"16","0","124","3","0","0"
433,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","Regina Tassell","",428,8.47,0,0,4,4,"1318","0","10892","0","0","0"
434,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","Maryhelen Tegenkamp","",379,7.50,0,0,4,4,"1318","0","10892","0","0","0"
435,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","Donna Reno","",369,7.30,0,0,4,4,"1318","0","10892","0","0","0"
436,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","Chris Hedger","",365,7.22,0,0,4,4,"1318","0","10892","0","0","0"
437,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","Jackie Jarvis","",365,7.22,0,0,4,4,"1318","0","10892","0","0","0"
438,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","Casey Berling","",363,7.18,0,0,4,4,"1318","0","10892","0","0","0"
439,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","Joe Comer","",344,6.81,0,0,4,4,"1318","0","10892","0","0","0"
440,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","Tom Reno","",332,6.57,0,0,4,4,"1318","0","10892","0","0","0"
441,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","David Chachoff","",330,6.53,0,0,4,4,"1318","0","10892","0","0","0"
442,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","John Lavelle","",325,6.43,0,0,4,4,"1318","0","10892","0","0","0"
443,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","Mark Manning","",309,6.11,0,0,4,4,"1318","0","10892","0","0","0"
444,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","Mark Harris","",298,5.90,0,0,4,4,"1318","0","10892","0","0","0"
445,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","Carl Marshall","",291,5.76,0,0,4,4,"1318","0","10892","0","0","0"
446,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","David Kreuter","",281,5.56,0,0,4,4,"1318","0","10892","0","0","0"
447,"CITY OF DEER PARK For Members of Charter Commission (Vote For 15)","Mike Icenogle","",276,5.46,0,0,4,4,"1318","0","10892","0","0","0"
448,"26  PROPOSED ORDINANCE NATURAL GAS AGGREGATION CITY OF FOREST PARK (Vote For 1)","YES","",1336,53.96,0,0,13,13,"11","0","66","0","0","0"
449,"26  PROPOSED ORDINANCE NATURAL GAS AGGREGATION CITY OF FOREST PARK (Vote For 1)","NO","",1140,46.04,0,0,13,13,"11","0","66","0","0","0"
450,"27  PROPOSED ORDINANCE ELECTRIC AGGREGATION CITY OF FOREST PARK (Vote For 1)","YES","",1317,54.72,0,0,13,13,"17","0","128","1","0","0"
451,"27  PROPOSED ORDINANCE ELECTRIC AGGREGATION CITY OF FOREST PARK (Vote For 1)","NO","",1090,45.28,0,0,13,13,"17","0","128","1","0","0"
452,"28  PROPOSED TAX LEVY (RENEWAL) CITY OF HARRISON (Vote For 1)","FOR THE TAX LEVY","",1674,76.97,0,0,6,6,"9","0","39","0","0","0"
453,"28  PROPOSED TAX LEVY (RENEWAL) CITY OF HARRISON (Vote For 1)","AGAINST THE TAX LEVY","",501,23.03,0,0,6,6,"9","0","39","0","0","0"
454,"29  PROPOSED CHARTER AMENDMENT CITY OF LOVELAND (Vote For 1)","YES","",1964,64.78,0,0,7,7,"25","0","287","1","0","0"
455,"29  PROPOSED CHARTER AMENDMENT CITY OF LOVELAND (Vote For 1)","NO","",1068,35.22,0,0,7,7,"25","0","287","1","0","0"
456,"30  PROPOSED TAX LEVY (RENEWAL AND INCREASE) CITY OF MILFORD (Vote For 1)","AGAINST THE TAX LEVY","",3,60.00,0,0,3,3,"0","0","0","0","0","0"
457,"30  PROPOSED TAX LEVY (RENEWAL AND INCREASE) CITY OF MILFORD (Vote For 1)","FOR THE TAX LEVY","",2,40.00,0,0,3,3,"0","0","0","0","0","0"
458,"31  PROPOSED TAX LEVY (RENEWAL) CITY OF NORTH COLLEGE HILL (Vote For 1)","FOR THE TAX LEVY","",1166,73.20,0,0,7,7,"6","0","25","0","0","0"
459,"31  PROPOSED TAX LEVY (RENEWAL) CITY OF NORTH COLLEGE HILL (Vote For 1)","AGAINST THE TAX LEVY","",427,26.80,0,0,7,7,"6","0","25","0","0","0"
460,"32  PROPOSED CHARTER AMENDMENT CITY OF NORTH COLLEGE HILL (Vote For 1)","YES","",1150,75.51,0,0,7,7,"17","0","84","0","0","0"
461,"32  PROPOSED CHARTER AMENDMENT CITY OF NORTH COLLEGE HILL (Vote For 1)","NO","",373,24.49,0,0,7,7,"17","0","84","0","0","0"
462,"33  PROPOSED ORDINANCE ELECTRIC AGGREGATION CITY OF WYOMING (Vote For 1)","YES","",2087,83.11,0,0,5,5,"19","0","150","0","0","0"
463,"33  PROPOSED ORDINANCE ELECTRIC AGGREGATION CITY OF WYOMING (Vote For 1)","NO","",424,16.89,0,0,5,5,"19","0","150","0","0","0"
