"","VoterIdent","PrecinctNum","PrecinctSplit","PrecinctName","2025 General Election","2025 Primary Election","2024 General Election","2024 Primary Election","2023 General Election","2023 August Election","PRIMARY_MAY_2023","GENERAL_NOV_2022","AUG PRIMARY ELECTION 2022","PRIMARY_MAY_2022","GENERAL_NOV_2021","PRIMARY_MAY_2021"
"97698","001486134",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97699","240017687",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97700","001911803",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97701","001167582",2203,0,"CINCINNATI 22-C",NA,"P-U","P-U","P-D","P-U","P-U",NA,"P-U","P-D","P-U","P-U","P-U"
"97702","001944150",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97703","002115941",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97704","240102680",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97705","002106231",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97706","002058194",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97707","000684731",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"97708","002029799",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97709","240071436",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97710","002115860",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97711","001574530",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97712","000830483",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"97713","001525197",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97714","240030109",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97715","001729072",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97716","240015869",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97717","240026758",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97718","001865413",2203,0,"CINCINNATI 22-C",NA,"P-U","E-U",NA,"E-U","E-U",NA,"E-U",NA,NA,NA,NA
"97719","001123033",2203,0,"CINCINNATI 22-C",NA,"P-U","P-U",NA,NA,NA,NA,"E-U",NA,NA,NA,NA
"97720","002014323",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"97721","001207027",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,"E-U","E-U",NA,"A-U",NA,NA,NA,NA
"97722","001871733",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97723","240025729",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97724","002105655",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97725","001479786",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97726","001971463",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,"P-U","P-U",NA,NA,NA,NA,NA,NA
"97727","001578817",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97728","001759779",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97729","001572975",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97730","002119085",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97731","001624631",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97732","001867818",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97733","001577197",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97734","001917983",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97735","001539159",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,"P-U","P-U",NA,"E-U",NA,NA,NA,NA
"97736","001725163",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97737","002109850",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97738","001480209",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97739","001643454",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97740","001777159",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97741","240018657",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97742","240024466",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97743","240052480",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97744","001614966",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97745","001610823",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97746","230020181",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97747","001913651",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97748","001473738",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97749","002030649",2203,0,"CINCINNATI 22-C",NA,"P-U","E-U",NA,"E-U","E-U",NA,"P-U",NA,NA,NA,NA
"97750","001781264",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97751","002112380",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97752","001053829",2203,0,"CINCINNATI 22-C",NA,"P-U","P-U","P-D","P-U",NA,NA,"P-U","P-D","P-U","P-U","P-U"
"97753","001903070",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97754","001784764",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"97755","001533540",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97756","001727338",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97757","001305645",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97758","002098790",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97759","002091089",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97760","002066775",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97761","002114200",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97762","001861483",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97763","001772057",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97764","001333394",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,"A-U","A-U",NA,"A-U",NA,NA,"A-U",NA
"97765","001333348",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,"A-U","A-U",NA,"A-U",NA,NA,"A-U",NA
"97766","001652605",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97767","001898694",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97768","240011821",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97769","001547711",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97770","240021762",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97771","001589320",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97772","001458979",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97773","230033230",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97774","001403605",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97775","001824549",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97776","240031183",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97777","000667781",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,"P-U",NA
"97778","001875014",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97779","002114938",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97780","001161561",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"97781","002124795",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97782","230019844",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97783","001640490",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97784","001829437",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97785","001781680",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97786","001472851",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97787","001395134",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,"P-U",NA,NA,NA,NA,NA,NA
"97788","230023277",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97789","001777000",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"97790","001296492",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97791","240023033",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97792","001703880",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97793","001584597",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97794","001855818",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97795","001781959",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97796","001630527",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97797","001811740",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97798","240102304",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97799","001468357",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97800","001568494",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97801","240019866",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97802","001198029",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97803","001616790",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97804","002109072",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97805","001426999",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97806","001839597",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97807","001792405",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97808","001829517",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97809","240018775",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97810","002115990",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97811","001844951",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97812","001616875",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97813","240032106",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97814","001957629",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"97815","001668466",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97816","001815723",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97817","000459547",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97818","001702995",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97819","002112067",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97820","240017429",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97821","001777111",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97822","001621597",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97823","001903741",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97824","001732156",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97825","001952957",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97826","001889343",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97827","001733383",2203,0,"CINCINNATI 22-C",NA,NA,"A-U","A-D",NA,NA,NA,"P-U",NA,NA,NA,NA
"97828","001233506",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"97829","002113150",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97830","001476079",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97831","001867030",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97832","000655250",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,"P-U","P-U",NA,"E-U",NA,NA,"P-U",NA
"97833","240027044",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97834","240029445",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97835","001912766",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97836","001778127",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97837","002003603",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97838","001182235",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97839","230021241",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97840","001892848",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97841","001772894",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97842","001325685",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97843","001849536",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97844","001426515",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97845","240019533",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97846","001973537",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97847","240002984",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97848","002099057",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97849","001519874",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97850","240026666",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97851","001555850",2203,0,"CINCINNATI 22-C",NA,NA,"A-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97852","001934979",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97853","001636165",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97854","001588041",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97855","001915987",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97856","240056867",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97857","001855878",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97858","240032138",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97859","001820160",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97860","001864248",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97861","001543460",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97862","230043778",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97863","001576925",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97864","240072842",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97865","230044436",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97866","002037858",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97867","240031768",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97868","001815185",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97869","001679143",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,"P-U","P-U",NA,"E-U",NA,NA,NA,NA
"97870","001730939",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97871","001859916",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97872","001423989",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97873","001495246",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"97874","240015883",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97875","001803700",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97876","001901577",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97877","001957872",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,"P-U",NA,NA,NA,NA
"97878","002105040",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97879","001789853",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97880","001747648",2203,0,"CINCINNATI 22-C",NA,NA,"E-U","P-D","P-U","P-U",NA,"E-U",NA,"P-U","E-U","P-U"
"97881","001986533",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97882","001065638",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA
"97883","230020288",2203,0,"CINCINNATI 22-C",NA,"P-U","P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"97884","001426003",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97885","002105415",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97886","001760185",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97887","001757799",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97888","002111906",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97889","001775407",2203,0,"CINCINNATI 22-C",NA,NA,"P-U",NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"97890","001403334",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97891","001226683",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97892","002069433",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97893","001862758",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97894","001828921",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97895","001647774",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97896","001520641",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97897","240003766",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97898","002046466",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97899","001784357",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97900","230029511",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97901","001300222",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,"E-U",NA
"97902","240019554",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97903","001879526",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97904","240019764",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97905","001707754",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97906","001283348",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97907","002036084",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97908","001579213",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,NA,NA,NA,"E-U",NA,NA,NA,NA
"97909","001701273",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,"P-U",NA,NA,NA,NA,NA,NA,NA
"97910","001911737",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97911","230021224",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97912","001853706",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97913","001553838",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97914","230016029",2203,0,"CINCINNATI 22-C",NA,NA,"E-U",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97915","240019226",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97916","001391856",2203,0,"CINCINNATI 22-C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
